ConferencePaper1,http://rZoPAS9MHcYf.com,-2927878181070159169,http://CJxH2uZOj.com,Research64,PostDoc13,GraduateStudent74,VisitingProfessor8
ConferencePaper2,http://u9PYpF4CErkJ.com,-6785955116567922187,http://vhHH9EbcW.com,Research90,University1,VisitingProfessor8,Schedule6
ConferencePaper3,http://UwZeu.com,-6829881062411807346,http://Iqmct1kRN.com,Research81,Professor11,VisitingProfessor13,UnofficialPublication21
ConferencePaper4,http://TfdgBQF.com,7366581531852940727,http://yh0mdBy75TbL3.com,Research71,Person161,AssistantProfessor2,FullProfessor4
ConferencePaper5,http://HU664EG8f9KgpEU.com,8864151307154814886,http://qcc4zH7pnkcTAm.com,Research147,Dean15,VisitingProfessor9,Student480
ConferencePaper6,http://Re7OlYrStdjfne.com,375669941825535667,http://R09kwYqx74dr.com,Research67,UndergraduateStudent148,VisitingProfessor15,AdministrativeStaff2
ConferencePaper7,http://0j8kjti.com,-6266068628052436277,http://aGPPYxSuE.com,Research129,Employee45,UndergraduateStudent161,TeachingAssistant5
ConferencePaper8,http://4vps22HYSKu.com,4284233008588302223,http://pZFF9c7nOKajb6v.com,Research172,GraduateCourse23,Faculty13,VisitingProfessor1
ConferencePaper9,http://IPbfWYOiBl.com,5041488331819075557,http://wOXRX2IBqX.com,Research52,PostDoc22,AssociateProfessor13,UndergraduateStudent145
ConferencePaper10,http://VzrMbQ.com,302284805221997030,http://KMJmb0A2nMz.com,Research170,Director13,FullProfessor8,AdministrativeStaff11
ConferencePaper11,http://qnaVtiGDnoGv8.com,-3717270168375873276,http://O5yoqvTLSb1wnP.com,Research197,UndergraduateStudent14,Dean1,SystemsStaff9
ConferencePaper12,http://xS4PLywBKZ.com,-8695969976672167892,http://6nUi9c24lEmMxfX.com,Research83,PostDoc7,Director1,Department7
ConferencePaper13,http://h1qDhmNKNUTLZ.com,6337463108175168997,http://HCWBGdyzd.com,Research104,TechnicalReport66,TeachingAssistant18,Research189
ConferencePaper14,http://5hFDP5t.com,-5902360200020571916,http://TGXtK.com,Research130,Person281,SystemsStaff29,Course18
ConferencePaper15,http://95Ac4J40VdL.com,1452775530268862801,http://ESIVGdZ1fWikSdg.com,Research4,GraduateCourse28,Student192,UnofficialPublication2
ConferencePaper16,http://VqxLjMtCR.com,-3749817323004071656,http://3LDYTAATy6gXGz.com,Research15,ClericalStaff8,Student311,Lecturer14
ConferencePaper17,http://0sUnczkXfC.com,2130512493046578475,http://J1zZAdrSaBvEP.com,Research59,Dean1,ResearchAssistant35,TeachingAssistant12
ConferencePaper18,http://lzCdF74iB.com,-5621556882587805404,http://m65aQZ.com,Research133,Lecturer73,ClericalStaff18,TeachingAssistant9
ConferencePaper19,http://yxAEf.com,-3832207735120296718,http://la16s3.com,Research32,Employee2,Professor11,Student205
ConferencePaper20,http://V8heEWNPEXu0sQv.com,-5969837758546027402,http://4MwQ3KyC1ozrQ3.com,Research185,PostDoc3,Chair1,Book2
ConferencePaper21,http://gxlvMHLlBMJ.com,3138389010603929498,http://caASfx12jeW3.com,Research16,Student315,AdministrativeStaff13,College100
ConferencePaper22,http://hvr7o.com,-1974852105590732674,http://9Ee2PWaOtvh9.com,Research83,Book12,PostDoc14,AdministrativeStaff21
ConferencePaper23,http://mJt5Sh0O1K.com,8757699309774815023,http://eoZpMBq.com,Research21,Manual16,GraduateStudent78,TeachingAssistant15
ConferencePaper24,http://vQqPK.com,58936745562964459,http://jLD6nYtrByE6.com,Research137,PostDoc24,Director1,JournalArticle129
ConferencePaper25,http://amzafcSK7cY.com,-7983507721811826476,http://xr7DRM.com,Research160,Institute3,Professor7,AdministrativeStaff22
ConferencePaper26,http://7fatwFf4cQ3u.com,2900598636232558981,http://B56cgnYiWj.com,Research183,Director1,Professor9,College99
ConferencePaper27,http://nayxSrYYzr.com,8346984871514811064,http://knT5da.com,Research188,Publication13,Student238,Dean19
ConferencePaper28,http://I5bmMKn.com,-4905793372571231036,http://Y5yBtcXjHg7c.com,Research159,UnofficialPublication22,UndergraduateStudent192,Organization1
ConferencePaper29,http://zf8Lw3dXoeKNQb7.com,-6593842374523195274,http://uwNzwco.com,Research145,FullProfessor18,Faculty11,ResearchAssistant2
ConferencePaper30,http://ZwaoXSUJ0hWNV.com,-377083843987620824,http://dzX9lKRnUId.com,Research42,Schedule1,Faculty5,Work65
ConferencePaper31,http://w1TegLNcWmqCwt4.com,6842068881074541125,http://xoomNNRR7swkPX.com,Research24,UndergraduateStudent50,Student198,Schedule13
ConferencePaper32,http://O4KT9AE3dj1Moxe.com,-2606191776272269053,http://ZBcoaBUz.com,Research88,Specification4,Dean11,GraduateCourse20
ConferencePaper33,http://zNxQKFUKRGga.com,-8965588691262737177,http://evcHYTi6kA6.com,Research134,VisitingProfessor9,FullProfessor9,JournalArticle108
ConferencePaper34,http://3yUuQt.com,-3460241105128574837,http://JFAG6zAD2Em.com,Research4,Organization1,Faculty4,Work28
ConferencePaper35,http://CwGN7M.com,-96180654366354818,http://pYLYlhGf6givCd.com,Research150,Lecturer35,ResearchAssistant38,UndergraduateStudent42
ConferencePaper36,http://kfEi4.com,-937680273594966062,http://HNPbWZN7x5R.com,Research65,Software48,Person192,AssistantProfessor3
ConferencePaper37,http://TjwNEpVpXy.com,7954394491664790978,http://mR2Xb8n.com,Research174,UndergraduateStudent196,TeachingAssistant10,PostDoc14
ConferencePaper38,http://C2A1fo8eFiAWtvR.com,6733168249649355392,http://X1lk0YpEaap.com,Research63,Research37,PostDoc9,TechnicalReport15
ConferencePaper39,http://NY35zoLs2UsyUyt.com,-1413659164407681216,http://NtBSQ3fW.com,Research54,Software79,AdministrativeStaff23,Dean15
ConferencePaper40,http://EI6dokju.com,-1515136114397823072,http://0vXXxHdtvaKrIF.com,Research134,Institute12,Lecturer12,SystemsStaff11
ConferencePaper41,http://FBg1XZ78vmkNd.com,390325624765952900,http://dPGZy4FQl96.com,Research16,TeachingAssistant16,Chair10,JournalArticle85
ConferencePaper42,http://R8I2t.com,-165446028392967937,http://m51Q3Po.com,Research165,AdministrativeStaff18,UndergraduateStudent96,Work77
ConferencePaper43,http://TULjBohtONK68t.com,9056860612375981760,http://WDVGnunwvATlQwY.com,Research8,TeachingAssistant17,Professor5,Dean19
ConferencePaper44,http://N5cZ8x1eeoN.com,843508143807671495,http://gKdCy0enFttk47.com,Research198,VisitingProfessor9,TeachingAssistant24,Faculty7
ConferencePaper45,http://ZcP3Ch5h2.com,7582344877001538870,http://5XcFKCd.com,Research185,Software92,ClericalStaff9,Professor17
ConferencePaper46,http://E9ztDMJM.com,2175810027260621711,http://pBhcIYJaCl.com,Research87,ConferencePaper130,ClericalStaff19,University1
ConferencePaper47,http://IgKRb2qd4yg18eR.com,-929646128465550599,http://g45eBI.com,Research124,University1,Faculty5,FullProfessor2
ConferencePaper48,http://dndD9EY3SudWs.com,-5805660264758723095,http://ZKhtcaAwNwy2RpX.com,Research40,ConferencePaper126,AssistantProfessor10,Schedule10
ConferencePaper49,http://Ii73Dbh1U.com,4806398578122936414,http://vZdjVP.com,Research194,Department6,SystemsStaff26,University1
ConferencePaper50,http://RNYyKoxhwthxP1I.com,2377104794940035159,http://lGkhcRTHkTxIFyo.com,Research61,Employee90,GraduateStudent150,Student475
ConferencePaper51,http://JvQGmMSZJbC.com,8534843266194205217,http://7LWvIC0AhIM.com,Research99,UnofficialPublication13,TeachingAssistant14,FullProfessor4
ConferencePaper52,http://gydznS2C.com,8812644199710434275,http://EJea9S.com,Research35,GraduateStudent267,PostDoc2,SystemsStaff2
ConferencePaper53,http://nQbkP.com,4672468056648953365,http://64DAOE.com,Research117,College31,PostDoc9,JournalArticle125
ConferencePaper54,http://nEGQqFz.com,6372801308109351291,http://wL7NzMeA.com,Research138,VisitingProfessor13,Dean11,Publication83
ConferencePaper55,http://n81KfSm5D.com,5674895178102878716,http://NyvgsDMP3yQM3.com,Research54,Program14,AdministrativeStaff16,Article12
ConferencePaper56,http://Cyh93TWdwG8h.com,2759866095475866716,http://w49CnJ4J.com,Research57,Specification14,Chair2,University1
ConferencePaper57,http://ykaSbAZHsOiahl.com,8186820919594447419,http://d1dlTba6JjSsviC.com,Research5,Publication148,AdministrativeStaff29,JournalArticle74
ConferencePaper58,http://xHT3U6f8.com,3357523179044146601,http://aAQf5Qx5o.com,Research109,Manual14,Faculty8,Employee58
ConferencePaper59,http://u8vUBYfE.com,-3459269363666077503,http://Pn9cjxko4gms.com,Research8,Publication127,ResearchAssistant60,ResearchAssistant24
ConferencePaper60,http://gJ72kJx9tSZ.com,-2737320391212418397,http://c3DoK5KZ6PC.com,Research65,Person177,Director7,VisitingProfessor6
ConferencePaper61,http://MfRHUcusn.com,4628360443870492615,http://83tGTt3qujLsY.com,Research198,AssociateProfessor13,ResearchAssistant2,Director11
ConferencePaper62,http://juH8z7W1i590I.com,-4598841488391994306,http://T6RgeVo.com,Research47,Program7,Director11,FullProfessor13
