Publication1,http://EBHApbcBZ33E.com,6538831530402038421,http://vDvkuSrY9joOjS.com,Research165,ClericalStaff16,UndergraduateStudent44,VisitingProfessor7
Publication2,http://Bo5NmPsn9LlXA.com,-7236006724965387773,http://xeNEmAf2.com,Research30,Publication20,Person170,Faculty12
Publication3,http://NhdGy2o.com,-6320526781685080061,http://HNNxVna.com,Research14,TeachingAssistant17,ClericalStaff13,SystemsStaff30
Publication4,http://ucJmebY7bC.com,1569787883418569860,http://bCno0IJp.com,Research13,AssociateProfessor12,Lecturer37,Course23
Publication5,http://xb47wHmnyaBoffz.com,799728264022226280,http://VxbxGup.com,Research32,Department4,Dean2,Article14
Publication6,http://dj8QQ7Soet1fty.com,2504937591042953555,http://ZakbM3GeNV2F9tD.com,Research73,FullProfessor2,Professor14,Schedule5
Publication7,http://nXFUwC.com,8399501336301724770,http://kxvsfLFGmAG.com,Research187,Director13,PostDoc17,Work77
Publication8,http://MYjQ2whtgOzcc.com,-4214796268867981556,http://4A3MwaTsjavgTQS.com,Research155,VisitingProfessor7,Faculty12,AssociateProfessor2
Publication9,http://87VUdd8dQtD.com,642935880933144811,http://Dxt9R.com,Research29,Lecturer28,Employee71,TechnicalReport19
Publication10,http://r1YoCLUvXO102oA.com,8208385749664830205,http://UdWLiz.com,Research191,Person270,Student350,Organization1
Publication11,http://GDEv3gBdreDd.com,-5379210499202448793,http://k1c0ndoc28Wur.com,Research150,Research200,Faculty15,ConferencePaper231
Publication12,http://dJHQgvvk9.com,-3691122481855232043,http://AgwGzn.com,Research80,TechnicalReport1,AssociateProfessor11,SystemsStaff15
Publication13,http://x6IqCViEn.com,-4788681889697645985,http://Ih2Fan3b.com,Research129,TeachingAssistant18,Lecturer34,AssistantProfessor9
Publication14,http://T4sHIaBrb.com,-8762558401520978933,http://aKbda43RSlvC.com,Research16,VisitingProfessor15,FullProfessor18,JournalArticle181
Publication15,http://NkKZMl0v4bQ.com,-8013262585780981087,http://FtXcegUToCY.com,Research150,Department5,SystemsStaff14,Employee47
Publication16,http://akSdg9P3NQqY.com,4060047864581226986,http://cvFFeIMtzUP.com,Research153,ResearchAssistant48,Person79,PostDoc1
Publication17,http://MBoEmI2Cif2.com,-6621337352441332931,http://uRmFC9.com,Research145,Specification9,Person351,Person179
Publication18,http://DOL0MDOGE8.com,-7666521162684712183,http://I6JcN5BhAePI2FR.com,Research163,Chair13,TeachingAssistant6,Software34
Publication19,http://PDty5.com,1659788282813592857,http://tDnGmen.com,Research171,Program11,GraduateStudent58,ResearchGroup3
Publication20,http://dmAjMmSa2rLtXc.com,7019843191829685837,http://SDLR8HkUbAHq.com,Research55,ResearchAssistant57,Employee98,TechnicalReport53
Publication21,http://yXXKogzDp6c.com,4434948006537832347,http://UjiMv.com,Research135,Institute4,Professor7,FullProfessor3
Publication22,http://MDwf8ucU.com,-3485666369397537267,http://h1WPGB.com,Research81,ResearchGroup14,FullProfessor8,Organization1
Publication23,http://95drVGH.com,-5445339266390568817,http://MrQRCBp.com,Research158,AssistantProfessor3,Director14,GraduateStudent3
Publication24,http://Kbykjbr9K5K.com,-8262609224742474027,http://VrFlKykKTDIK.com,Research46,Software68,TeachingAssistant26,Student338
Publication25,http://SRRfDn95tL5w6.com,-8706403828745256900,http://zfB2DHrV.com,Research61,PostDoc1,Chair11,Article6
Publication26,http://NLiRJs.com,-5528331573666992064,http://YjqBjxCQG9w.com,Research87,VisitingProfessor9,Lecturer58,Dean4
Publication27,http://taQPhagbRXOx0ud.com,6102922065794077817,http://Isn9KbcJ.com,Research57,Director12,FullProfessor2,AssistantProfessor18
Publication28,http://qvH3TZc6kMrR2aN.com,-1163305409445064101,http://ydXmKwdDZuhy.com,Research185,ConferencePaper239,VisitingProfessor3,Publication192
Publication29,http://MaZda7WCaC.com,8699146547437329639,http://nQbEAhB9.com,Research45,TechnicalReport19,ResearchAssistant46,ResearchGroup9
Publication30,http://u2EF3faD7.com,-4279686068641379059,http://f1biRhRWdKSDBAa.com,Research155,Schedule7,Faculty9,ClericalStaff14
Publication31,http://jzu5qca.com,-9056690631801892610,http://AFLm62YYLQCLWVR.com,Research33,GraduateCourse17,Lecturer45,AssociateProfessor8
Publication32,http://NiBRI.com,436313223063045932,http://RdYmQbnYeEYOH.com,Research107,Director15,UndergraduateStudent13,Dean15
Publication33,http://PppgfQ5CIvaC.com,-4331236267832778093,http://bd1Rc8y6.com,Research31,Manual63,ResearchAssistant2,University1
Publication34,http://YdbHsndlnqkk.com,-3550400548104667542,http://CdhhJ.com,Research172,AdministrativeStaff15,Faculty8,University1
Publication35,http://IbQfriLD2hIn.com,-2829755982753512898,http://wYsvZ8Ak3e4Arg.com,Research137,Manual46,Chair11,FullProfessor12
Publication36,http://DuM42mktp.com,5082983097865265755,http://OQJ4P1syg3MuJ.com,Research84,VisitingProfessor1,Student196,FullProfessor10
Publication37,http://Mu4jkTkJSU.com,-2281059717265199525,http://Bb2VMhlW.com,Research36,Article27,ClericalStaff11,Course27
Publication38,http://WvIOCc9.com,-1170644291448107155,http://QxQhOaS.com,Research100,UnofficialPublication37,Person329,ClericalStaff20
Publication39,http://U0KwpF.com,3344873837398476032,http://9KbwCimPDWy.com,Research140,Student201,TeachingAssistant28,Specification23
Publication40,http://CvoX95nw.com,-6825050830661851904,http://XBsJq6u7dd.com,Research197,PostDoc1,ClericalStaff13,PostDoc3
Publication41,http://7LV1p3iXGwMWaV.com,695458094191510834,http://f90lL.com,Research196,Software52,Professor4,Book10
Publication42,http://aSxssQfoo9.com,576955315826015304,http://WiOhJA.com,Research30,Research182,AssistantProfessor6,SystemsStaff24
Publication43,http://obK7aL.com,-1202261113144954776,http://VyPF8Lg8wNSo8Ha.com,Research190,UnofficialPublication36,Dean3,AdministrativeStaff8
Publication44,http://AHnyajvGDNOHA.com,2686412519811192083,http://dJSZDg3mU1ryXNt.com,Research159,Organization1,FullProfessor7,PostDoc7
Publication45,http://WAXPnPU4WVVO.com,8267312027465749348,http://K3fWO4fuLWu.com,Research92,Faculty6,SystemsStaff13,College77
Publication46,http://y2ymC0C.com,1586476938959246269,http://zuc4OGcIxR9esd.com,Research198,Department1,ClericalStaff8,ResearchAssistant52
Publication47,http://6IYu94mOFthN.com,-816227952448974765,http://sthbfD3ycmu.com,Research129,Publication152,AssociateProfessor12,Book2
Publication48,http://9BNHinjl.com,2215757475677323703,http://3f7eUU8vqd3.com,Research164,Article40,PostDoc23,ResearchAssistant20
Publication49,http://agS1K7.com,-3237555419973229175,http://RxeaS85y.com,Research110,Work84,Person68,Professor19
Publication50,http://iLDzbKPK.com,4198881730704477018,http://wpvUZuaks.com,Research114,Professor7,Employee75,Schedule2
Publication51,http://9TicLSJMj.com,2476858652999401692,http://fuuNFQhGpmX0S.com,Research35,Chair8,Faculty9,Department7
Publication52,http://5bw4Bc38.com,5739992277624648401,http://HhctqHLNPz7zNno.com,Research2,Article1,Dean6,Course35
Publication53,http://4Tv2pLKwqYt7.com,-3222067655688448094,http://d855bsbGaS2E.com,Research13,Institute4,Employee27,Book28
Publication54,http://omtUXYAHx.com,-4214207806581877615,http://jG59nQw.com,Research92,Course38,GraduateStudent3,GraduateCourse6
Publication55,http://LAf2DQIM0HRdA4Y.com,2079439000300294487,http://YL6ORMiaBm.com,Research125,Department1,Chair8,JournalArticle92
